feature_set	outer_split_1	outer_split_2	n_selected_split_1	n_selected_split_2	intersection_size	union_size	jaccard_similarity
residue_ligand	1	2	21	21	21	21	1.0
residue_ligand	1	3	21	4	4	21	0.19047619047619047
residue_ligand	1	4	21	21	21	21	1.0
residue_ligand	1	5	21	12	12	21	0.5714285714285714
residue_ligand	1	6	21	21	21	21	1.0
residue_ligand	1	7	21	4	4	21	0.19047619047619047
residue_ligand	1	8	21	12	12	21	0.5714285714285714
residue_ligand	1	9	21	4	4	21	0.19047619047619047
residue_ligand	1	10	21	12	12	21	0.5714285714285714
residue_ligand	1	11	21	21	21	21	1.0
residue_ligand	1	12	21	21	21	21	1.0
residue_ligand	1	13	21	21	21	21	1.0
residue_ligand	1	14	21	12	12	21	0.5714285714285714
residue_ligand	1	15	21	4	4	21	0.19047619047619047
residue_ligand	1	16	21	12	12	21	0.5714285714285714
residue_ligand	1	17	21	4	4	21	0.19047619047619047
residue_ligand	1	18	21	21	21	21	1.0
residue_ligand	1	19	21	8	8	21	0.38095238095238093
residue_ligand	1	20	21	4	4	21	0.19047619047619047
residue_ligand	1	21	21	8	8	21	0.38095238095238093
residue_ligand	1	22	21	8	8	21	0.38095238095238093
residue_ligand	1	23	21	4	4	21	0.19047619047619047
residue_ligand	1	24	21	8	8	21	0.38095238095238093
residue_ligand	1	25	21	12	12	21	0.5714285714285714
residue_ligand	2	3	21	4	4	21	0.19047619047619047
residue_ligand	2	4	21	21	21	21	1.0
residue_ligand	2	5	21	12	12	21	0.5714285714285714
residue_ligand	2	6	21	21	21	21	1.0
residue_ligand	2	7	21	4	4	21	0.19047619047619047
residue_ligand	2	8	21	12	12	21	0.5714285714285714
residue_ligand	2	9	21	4	4	21	0.19047619047619047
residue_ligand	2	10	21	12	12	21	0.5714285714285714
residue_ligand	2	11	21	21	21	21	1.0
residue_ligand	2	12	21	21	21	21	1.0
residue_ligand	2	13	21	21	21	21	1.0
residue_ligand	2	14	21	12	12	21	0.5714285714285714
residue_ligand	2	15	21	4	4	21	0.19047619047619047
residue_ligand	2	16	21	12	12	21	0.5714285714285714
residue_ligand	2	17	21	4	4	21	0.19047619047619047
residue_ligand	2	18	21	21	21	21	1.0
residue_ligand	2	19	21	8	8	21	0.38095238095238093
residue_ligand	2	20	21	4	4	21	0.19047619047619047
residue_ligand	2	21	21	8	8	21	0.38095238095238093
residue_ligand	2	22	21	8	8	21	0.38095238095238093
residue_ligand	2	23	21	4	4	21	0.19047619047619047
residue_ligand	2	24	21	8	8	21	0.38095238095238093
residue_ligand	2	25	21	12	12	21	0.5714285714285714
residue_ligand	3	4	4	21	4	21	0.19047619047619047
residue_ligand	3	5	4	12	4	12	0.3333333333333333
residue_ligand	3	6	4	21	4	21	0.19047619047619047
residue_ligand	3	7	4	4	2	6	0.3333333333333333
residue_ligand	3	8	4	12	4	12	0.3333333333333333
residue_ligand	3	9	4	4	3	5	0.6
residue_ligand	3	10	4	12	4	12	0.3333333333333333
residue_ligand	3	11	4	21	4	21	0.19047619047619047
residue_ligand	3	12	4	21	4	21	0.19047619047619047
residue_ligand	3	13	4	21	4	21	0.19047619047619047
residue_ligand	3	14	4	12	4	12	0.3333333333333333
residue_ligand	3	15	4	4	1	7	0.14285714285714285
residue_ligand	3	16	4	12	4	12	0.3333333333333333
residue_ligand	3	17	4	4	3	5	0.6
residue_ligand	3	18	4	21	4	21	0.19047619047619047
residue_ligand	3	19	4	8	3	9	0.3333333333333333
residue_ligand	3	20	4	4	2	6	0.3333333333333333
residue_ligand	3	21	4	8	4	8	0.5
residue_ligand	3	22	4	8	4	8	0.5
residue_ligand	3	23	4	4	3	5	0.6
residue_ligand	3	24	4	8	4	8	0.5
residue_ligand	3	25	4	12	4	12	0.3333333333333333
residue_ligand	4	5	21	12	12	21	0.5714285714285714
residue_ligand	4	6	21	21	21	21	1.0
residue_ligand	4	7	21	4	4	21	0.19047619047619047
residue_ligand	4	8	21	12	12	21	0.5714285714285714
residue_ligand	4	9	21	4	4	21	0.19047619047619047
residue_ligand	4	10	21	12	12	21	0.5714285714285714
residue_ligand	4	11	21	21	21	21	1.0
residue_ligand	4	12	21	21	21	21	1.0
residue_ligand	4	13	21	21	21	21	1.0
residue_ligand	4	14	21	12	12	21	0.5714285714285714
residue_ligand	4	15	21	4	4	21	0.19047619047619047
residue_ligand	4	16	21	12	12	21	0.5714285714285714
residue_ligand	4	17	21	4	4	21	0.19047619047619047
residue_ligand	4	18	21	21	21	21	1.0
residue_ligand	4	19	21	8	8	21	0.38095238095238093
residue_ligand	4	20	21	4	4	21	0.19047619047619047
residue_ligand	4	21	21	8	8	21	0.38095238095238093
residue_ligand	4	22	21	8	8	21	0.38095238095238093
residue_ligand	4	23	21	4	4	21	0.19047619047619047
residue_ligand	4	24	21	8	8	21	0.38095238095238093
residue_ligand	4	25	21	12	12	21	0.5714285714285714
residue_ligand	5	6	12	21	12	21	0.5714285714285714
residue_ligand	5	7	12	4	4	12	0.3333333333333333
residue_ligand	5	8	12	12	11	13	0.8461538461538461
residue_ligand	5	9	12	4	4	12	0.3333333333333333
residue_ligand	5	10	12	12	9	15	0.6
residue_ligand	5	11	12	21	12	21	0.5714285714285714
residue_ligand	5	12	12	21	12	21	0.5714285714285714
residue_ligand	5	13	12	21	12	21	0.5714285714285714
residue_ligand	5	14	12	12	11	13	0.8461538461538461
residue_ligand	5	15	12	4	4	12	0.3333333333333333
residue_ligand	5	16	12	12	11	13	0.8461538461538461
residue_ligand	5	17	12	4	4	12	0.3333333333333333
residue_ligand	5	18	12	21	12	21	0.5714285714285714
residue_ligand	5	19	12	8	8	12	0.6666666666666666
residue_ligand	5	20	12	4	4	12	0.3333333333333333
residue_ligand	5	21	12	8	8	12	0.6666666666666666
residue_ligand	5	22	12	8	8	12	0.6666666666666666
residue_ligand	5	23	12	4	4	12	0.3333333333333333
residue_ligand	5	24	12	8	8	12	0.6666666666666666
residue_ligand	5	25	12	12	11	13	0.8461538461538461
residue_ligand	6	7	21	4	4	21	0.19047619047619047
residue_ligand	6	8	21	12	12	21	0.5714285714285714
residue_ligand	6	9	21	4	4	21	0.19047619047619047
residue_ligand	6	10	21	12	12	21	0.5714285714285714
residue_ligand	6	11	21	21	21	21	1.0
residue_ligand	6	12	21	21	21	21	1.0
residue_ligand	6	13	21	21	21	21	1.0
residue_ligand	6	14	21	12	12	21	0.5714285714285714
residue_ligand	6	15	21	4	4	21	0.19047619047619047
residue_ligand	6	16	21	12	12	21	0.5714285714285714
residue_ligand	6	17	21	4	4	21	0.19047619047619047
residue_ligand	6	18	21	21	21	21	1.0
residue_ligand	6	19	21	8	8	21	0.38095238095238093
residue_ligand	6	20	21	4	4	21	0.19047619047619047
residue_ligand	6	21	21	8	8	21	0.38095238095238093
residue_ligand	6	22	21	8	8	21	0.38095238095238093
residue_ligand	6	23	21	4	4	21	0.19047619047619047
residue_ligand	6	24	21	8	8	21	0.38095238095238093
residue_ligand	6	25	21	12	12	21	0.5714285714285714
residue_ligand	7	8	4	12	4	12	0.3333333333333333
residue_ligand	7	9	4	4	3	5	0.6
residue_ligand	7	10	4	12	2	14	0.14285714285714285
residue_ligand	7	11	4	21	4	21	0.19047619047619047
residue_ligand	7	12	4	21	4	21	0.19047619047619047
residue_ligand	7	13	4	21	4	21	0.19047619047619047
residue_ligand	7	14	4	12	4	12	0.3333333333333333
residue_ligand	7	15	4	4	3	5	0.6
residue_ligand	7	16	4	12	4	12	0.3333333333333333
residue_ligand	7	17	4	4	3	5	0.6
residue_ligand	7	18	4	21	4	21	0.19047619047619047
residue_ligand	7	19	4	8	4	8	0.5
residue_ligand	7	20	4	4	1	7	0.14285714285714285
residue_ligand	7	21	4	8	2	10	0.2
residue_ligand	7	22	4	8	2	10	0.2
residue_ligand	7	23	4	4	3	5	0.6
residue_ligand	7	24	4	8	4	8	0.5
residue_ligand	7	25	4	12	4	12	0.3333333333333333
residue_ligand	8	9	12	4	4	12	0.3333333333333333
residue_ligand	8	10	12	12	8	16	0.5
residue_ligand	8	11	12	21	12	21	0.5714285714285714
residue_ligand	8	12	12	21	12	21	0.5714285714285714
residue_ligand	8	13	12	21	12	21	0.5714285714285714
residue_ligand	8	14	12	12	11	13	0.8461538461538461
