permutation_id	feature_set	n_outer_folds	mean_balanced_accuracy	std_balanced_accuracy	mean_roc_auc_low	std_roc_auc_low	mean_mcc	std_mcc	elapsed_seconds
21	residue_cofactor	25	0.4673939393939394	0.12998247951206376	0.45327272727272727	0.14464650873257046	-0.0677189985428005	0.2544709642643352	45.50467515699893
21	residue_residue	25	0.42800000000000005	0.10078497956495086	0.3991515151515151	0.12882878138352472	-0.13752328358637292	0.20288664058031367	215.64742335699884
21	combined_all	25	0.4359090909090909	0.1029694747650708	0.39854545454545454	0.1360261536547824	-0.12293822045870612	0.2062253901552983	221.95410267199986
22	residue_ligand	25	0.5208181818181817	0.12753571314232637	0.4941818181818182	0.17799359174468404	0.03598255149395495	0.2492872334830831	33.90576636500009
22	residue_cofactor	25	0.47193939393939394	0.10034482939975833	0.4567878787878788	0.1586231217882192	-0.05264954846774844	0.19423257524148224	44.629404197999975
22	residue_residue	25	0.5001515151515151	0.14659482415882255	0.48654545454545456	0.17849355160479444	0.003366226637028509	0.2919588895503118	208.60588827600077
22	combined_all	25	0.4934848484848484	0.15189661576019414	0.4935151515151515	0.18347025106878256	-0.005828905880930751	0.30380732189495313	215.74763977500152
23	residue_ligand	25	0.445	0.13519366925379855	0.45951515151515154	0.15320429652535597	-0.10405854539929603	0.2536767032311216	33.52648814299937
23	residue_cofactor	25	0.48048484848484846	0.10247087986986327	0.4801818181818181	0.11618186033521732	-0.038460644092948686	0.1988651026303979	45.22306663100062
23	residue_residue	25	0.5145151515151515	0.132099374990846	0.47939393939393943	0.16286997862012767	0.038924362438248906	0.27552421976671293	209.59877469799903
23	combined_all	25	0.5095454545454546	0.12552327723674292	0.468969696969697	0.1597252385230422	0.028527881272002325	0.26613451280251416	217.33441891999973
24	residue_ligand	25	0.518939393939394	0.13890260492420262	0.5010909090909091	0.1519882261078827	0.036171575879323806	0.26610752600947984	32.68657488000099
24	residue_cofactor	25	0.468	0.11060633734571716	0.47509090909090906	0.14250889382026558	-0.06649651161903672	0.2110142938467262	44.23131324499991
24	residue_residue	25	0.4778181818181818	0.13390290278308897	0.5116363636363637	0.15406858493671444	-0.04498062045563321	0.2669225405191164	211.72430015600185
24	combined_all	25	0.5059393939393939	0.1319022720289199	0.5327272727272727	0.1458315295703745	0.010057668096591872	0.25654299955399307	216.8199786769983
